m,TagName,
"2020-12-01 00:00:00","javascript","18513"
"2020-12-01 00:00:00","assembly","315"
"2020-12-01 00:00:00","c#","6489"
"2020-12-01 00:00:00","c","2784"
"2020-12-01 00:00:00","c++","4828"
"2020-12-01 00:00:00","java","9340"
"2020-12-01 00:00:00","python","25518"
"2020-12-01 00:00:00","go","581"
"2020-12-01 00:00:00","php","5542"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","ruby","559"
"2020-12-01 00:00:00","r","4994"
"2020-12-01 00:00:00","swift","2446"
"2021-01-01 00:00:00","java","9579"
"2021-01-01 00:00:00","javascript","19584"
"2021-01-01 00:00:00","c++","4523"
"2021-01-01 00:00:00","delphi","211"
"2021-01-01 00:00:00","assembly","332"
"2021-01-01 00:00:00","c","2746"
"2021-01-01 00:00:00","python","26415"
"2021-01-01 00:00:00","c#","6954"
"2021-01-01 00:00:00","r","5046"
"2021-01-01 00:00:00","php","5665"
"2021-01-01 00:00:00","ruby","588"
"2021-01-01 00:00:00","go","606"
"2021-01-01 00:00:00","perl","146"
"2021-01-01 00:00:00","swift","2772"
"2021-02-01 00:00:00","delphi","202"
"2021-02-01 00:00:00","javascript","17992"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","java","9178"
"2021-02-01 00:00:00","assembly","256"
"2021-02-01 00:00:00","c#","6600"
"2021-02-01 00:00:00","r","5043"
"2021-02-01 00:00:00","c","2362"
"2021-02-01 00:00:00","python","25016"
"2021-02-01 00:00:00","php","5261"
"2021-02-01 00:00:00","c++","4471"
"2021-02-01 00:00:00","go","628"
"2021-02-01 00:00:00","ruby","603"
"2021-02-01 00:00:00","swift","2727"
"2021-03-01 00:00:00","assembly","341"
"2021-03-01 00:00:00","c++","4733"
"2021-03-01 00:00:00","c","2657"
"2021-03-01 00:00:00","c#","7332"
"2021-03-01 00:00:00","delphi","270"
"2021-03-01 00:00:00","javascript","19844"
"2021-03-01 00:00:00","java","10451"
"2021-03-01 00:00:00","go","827"
"2021-03-01 00:00:00","php","5597"
"2021-03-01 00:00:00","ruby","569"
"2021-03-01 00:00:00","python","28209"
"2021-03-01 00:00:00","swift","2910"
"2021-03-01 00:00:00","perl","154"
"2021-03-01 00:00:00","r","6088"
"2021-04-01 00:00:00","java","9534"
"2021-04-01 00:00:00","c#","6781"
"2021-04-01 00:00:00","perl","143"
"2021-04-01 00:00:00","javascript","18701"
"2021-04-01 00:00:00","assembly","344"
"2021-04-01 00:00:00","c++","4353"
"2021-04-01 00:00:00","c","2461"
"2021-04-01 00:00:00","php","5123"
"2021-04-01 00:00:00","python","26574"
"2021-04-01 00:00:00","swift","2533"
"2021-04-01 00:00:00","r","5617"
"2021-04-01 00:00:00","ruby","605"
"2021-04-01 00:00:00","delphi","186"
"2021-04-01 00:00:00","go","685"
"2021-05-01 00:00:00","c++","4606"
"2021-05-01 00:00:00","delphi","179"
"2021-05-01 00:00:00","java","9725"
"2021-05-01 00:00:00","c","2264"
"2021-05-01 00:00:00","python","26148"
"2021-05-01 00:00:00","c#","6585"
"2021-05-01 00:00:00","assembly","327"
"2021-05-01 00:00:00","go","701"
"2021-05-01 00:00:00","swift","2213"
"2021-05-01 00:00:00","javascript","18500"
"2021-05-01 00:00:00","perl","123"
"2021-05-01 00:00:00","r","5405"
"2021-05-01 00:00:00","ruby","448"
"2021-05-01 00:00:00","php","5102"
"2021-06-01 00:00:00","php","4907"
"2021-06-01 00:00:00","c#","6473"
"2021-06-01 00:00:00","go","649"
"2021-06-01 00:00:00","assembly","285"
"2021-06-01 00:00:00","c++","4201"
"2021-06-01 00:00:00","python","24652"
"2021-06-01 00:00:00","c","2013"
"2021-06-01 00:00:00","delphi","133"
"2021-06-01 00:00:00","javascript","17740"
"2021-06-01 00:00:00","java","9275"
"2021-06-01 00:00:00","ruby","470"
"2021-06-01 00:00:00","perl","157"
"2021-06-01 00:00:00","swift","2129"
"2021-06-01 00:00:00","r","4961"
"2021-07-01 00:00:00","delphi","148"
"2021-07-01 00:00:00","perl","140"
"2021-07-01 00:00:00","php","4676"
"2021-07-01 00:00:00","java","8434"
"2021-07-01 00:00:00","c#","5988"
"2021-07-01 00:00:00","assembly","200"
"2021-07-01 00:00:00","c++","3828"
"2021-07-01 00:00:00","c","1732"
"2021-07-01 00:00:00","go","655"
"2021-07-01 00:00:00","r","4695"
"2021-07-01 00:00:00","ruby","502"
"2021-07-01 00:00:00","javascript","17533"
"2021-07-01 00:00:00","swift","2287"
"2021-07-01 00:00:00","python","24319"
"2021-08-01 00:00:00","java","8861"
"2021-08-01 00:00:00","assembly","191"
"2021-08-01 00:00:00","go","912"
"2021-08-01 00:00:00","c","1782"
"2021-08-01 00:00:00","c#","6593"
"2021-08-01 00:00:00","delphi","143"
"2021-08-01 00:00:00","python","25373"
"2021-08-01 00:00:00","c++","3945"
"2021-08-01 00:00:00","javascript","18566"
"2021-08-01 00:00:00","perl","135"
"2021-08-01 00:00:00","r","4791"
"2021-08-01 00:00:00","php","5479"
"2021-08-01 00:00:00","swift","2362"
"2021-08-01 00:00:00","ruby","532"
